Nombre,Fabricante,Escala,Serie,Original,Fecha de lanzamiento,Precio venta,Precio especial,Código JAN,Embalaje,Peso
F90Y Cluster Gundam ,Bandai,1/100,"Silhouette Formula 91 in U.C.0123 , 7",Mobile Suit Gundam,"Mar., 1993",11.37USD,9.48USD,4902425382456, 29.2 x 19.3 x 6.2 cm , 301g
Blaze Zaku Phantom ,Bandai,1/100,"1/100 SEED Destiny , 04",Mobile Suit Gundam,"Late Apr., 2005",24.64USD,20.53USD,4543112321572, 31 x 19.5 x 11.2 cm , 560g
Lunamaria Gunner Zaku Worrier ,Bandai,1/100,"1/100 SEED Destiny , 03",Mobile Suit Gundam,"Mid Mar., 2005",21.79USD,18.16USD,4543112339164, 31 x 20.1 x 11.2 cm , 508g
Chaos Gundam ,Bandai,1/100,"1/100 SEED Destiny , 02",Mobile Suit Gundam,"Late Jan., 2005",21.79USD,18.16USD,4543112321701, 31.1 x 20.2 x 11.3 cm , 515g
Force Impulse Gundam ,Bandai,1/100,"1/100 SEED Destiny , 01",Mobile Suit Gundam,"Early Dec., 2004",20.85USD,17.37USD,4543112314239, 31 x 20 x 11 cm , 446g
Gundam Astray Blue Frame 2nd L ,Bandai,1/100,"1/100 Gundam SEED , 12",Mobile Suit Gundam,"Mid Jul., 2004",23.69USD,19.74USD,4543112267962, 31 x 20 x 10.3 cm , 596g
Shining Gundam ,Bandai,1/100,HG G Gundam,Mobile Suit Gundam,"1,620yenabout14.21USD","11.84USD

",sO,0043203, 30.2 x 19.6 x 6.2 cm , 299g
Providence Gundam ,Bandai,1/100,"1/100 Gundam SEED , 11",Mobile Suit Gundam,"Late May, 2004",23.69USD,19.74USD,4543112253033, 31 x 20 x 10.3 cm , 527g
Gundam Astray Red Frame ,Bandai,1/100,"1/100 Gundam SEED , 10",Mobile Suit Gundam,"Late Apr., 2004",18.95USD,15.79USD,4543112249234, 31 x 20 x 10.3 cm , 446g
Blitz Gundam ,Bandai,1/100,"1/100 Gundam SEED , 09",Mobile Suit Gundam,"Early Dec., 2003",18.95USD,15.79USD,4543112227164, 31 x 20 x 10.2 cm , 450g
High-Resolution Model Gundam Astray Red Frame ,Bandai,1/100,High-Resolution Model,Mobile Suit Gundam,"Nov(Jul. 24, 2018 Pre-order start.)",123.18USD,102.65USD,4573102553560, 39 x 31 x 8 cm,null
Gundam Bael ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 1/100 Full Mechanics , 04",Mobile Suit Gundam,"After Jan re-release(Nov. 7, 2018 Pre-order start.)",30.32USD,23.86USD,4573102568281, 31.1 x 20.4 x 13.2 cm , 614g
High-Resolution Model Wing Gundam Zero EW ,Bandai,1/100,High-Resolution Model,Mobile Suit Gundam,"Late Sep., 2017",113.7USD,100.02USD,4549660167464, 38.8 x 31.3 x 9.6 cm , 1132g
Gundam Barbatos Lupus Rex ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 1/100 Full Mechanics , 03",Mobile Suit Gundam,"After Jan re-release(Nov. 7, 2018 Pre-order start.)",30.32USD,23.86USD,4573102568274, 31.1 x 20.4 x 13.2 cm , 631g
Gundam Bael w/Initial Release Bonus Item ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 1/100 Full Mechanics , 04",Mobile Suit Gundam,"Late Mar., 2017",30.32USD,25.27USD,2388055, 31.3 x 20.4 x 15.5 cm , 778g
Gundam Barbatos Lupus Rex w/Initial Release Bonus Item ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 1/100 Full Mechanics , 03",Mobile Suit Gundam,"Mid Feb., 2017",30.32USD,25.27USD,2388054, 31 x 20.3 x 15.5 cm , 788g
Gundam Vidar ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 1/100 Full Mechanics , 02",Mobile Suit Gundam,"After Jan re-release(Nov. 7, 2018 Pre-order start.)",28.43USD,22.37USD,4573102568267, 31 x 20 x 13.5 cm , 578g
Gundam Barbatos Lupus ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 1/100 Full Mechanics",Mobile Suit Gundam,"After Jan re-release(Nov. 7, 2018 Pre-order start.)",28.43USD,22.37USD,4573102568250, 31.2 x 20.2 x 13.5 cm , 620g
Gundam Kimaris Trooper ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 09",Mobile Suit Gundam,"Early Jul., 2016",28.43USD,23.69USD,4549660075943, 39.3 x 31.3 x 8.3 cm , 758g
Graze Custom ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 08",Mobile Suit Gundam,"Early Jun., 2016",28.43USD,23.69USD,4549660075936, 31.1 x 20.2 x 13.2 cm , 636g
Grimgerde ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 07",Mobile Suit Gundam,"Late Apr., 2016",23.69USD,19.74USD,4549660041818, 31 x 20.1 x 11.3 cm , 471g
Gundam Barbatos 6th Form ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 05",Mobile Suit Gundam,"Mid Mar., 2016",28.43USD,23.69USD,4549660073239, 31 x 20 x 13.2 cm , 673g
Gundam Kimaris ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 06",Mobile Suit Gundam,"Mid Mar., 2016",28.43USD,23.69USD,4549660032243, 39 x 31.2 x 8.3 cm , 750g
High-Resolution Model Gundam Barbatos ,Bandai,1/100,High-Resolution Model,Mobile Suit Gundam,"Late Mar., 2016",151.61USD,133.36USD,4549660060079, 39.2 x 31.2 x 8.2 cm , 826g
Gundam Gusion/Gundam Gusion Rebake ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 004",Mobile Suit Gundam,"Mid Feb., 2016",47.38USD,39.48USD,4549660018940, 39.1 x 31.4 x 14.2 cm , 1159g
Schwalbe Graze ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 03",Mobile Suit Gundam,"Late Jan., 2016",28.43USD,23.69USD,4549660059776, 32.2 x 20.2 x 11.4 cm , 510g
Graze ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 02",Mobile Suit Gundam,"Mid Dec., 2015",28.43USD,23.69USD,4549660032328, 31.2 x 20.2 x 11.2 cm , 485g
Gundam Barbatos ,Bandai,1/100,"1/100 Iron-Blooded Orphans , 01",Mobile Suit Gundam,"After Jan re-release(Nov. 7, 2018 Pre-order start.)",23.69USD,18.64USD,4549660018865, 31 x 20 x 11 cm , 501g
Hyaku Shiki ,Bandai,1/100,1/100 Z Gundam,Mobile Suit Gundam,"1,296yenabout11.37USD","9.48USD

",sO,0004922, 31.1 x 19.1 x 7.7 cm , 362g
Galbaldy Beta ,Bandai,1/100,1/100 Z Gundam,Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0003959, 31.8 x 19.4 x 6.3 cm , 293g
Gundam Mk-II ,Bandai,1/100,1/100 Z Gundam,Mobile Suit Gundam,"1,296yenabout11.37USD","9.48USD

",sO,0003753, 31.2 x 19.2 x 7.7 cm , 373g
RX-78 Perfect Gundam ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"Dec., 1984",13.27USD,11.05USD,4902425013657, 32.3 x 20.3 x 8.3 cm , 403g
Gundam Fullarmor Type ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0001343, 32 x 18.3 x 7.5 cm , 313g
YMS-09 Prototype Dom ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"Nov., 1983",9.48USD,7.9USD,4902425013367, 32.3 x 18.3 x 7.5 cm , 326g
MS-06R Zaku II Shin Matsunaga`s Customize Mobile Suit ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0001326, 32 x 18.2 x 7.3 cm , 313g
MS-06K Zaku Cannon ,Bandai,1/100,1/100 MSV,Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0001331, 32 x 18.1 x 7.3 cm , 316g
G Gundam Hyper Mode Ver. ,Bandai,1/100,HG G Gundam,Mobile Suit Gundam,"1,944yenabout17.06USD","14.21USD

",sO,0047378, 30 x 19.6 x 6.1 cm , 322g
Gundam Astray Mirage Frame Second Issue ,Bandai,1/100,"1/100 SEED Destiny , 24",Mobile Suit Gundam,"Late Jan., 2010",23.69USD,19.74USD,4543112614186, 31.2 x 20.2 x 11.4 cm , 523g
Nebra Blitz Gundam ,Bandai,1/100,"1/100 SEED Destiny , 23",Mobile Suit Gundam,"Late Dec., 2009",26.53USD,22.11USD,4543112614087, 31.2 x 20.3 x 11.4 cm , 582g
Van Saviour Gundam ,Bandai,1/100,"1/100 SEED Destiny , 22",Mobile Suit Gundam,"Late Nov., 2009",26.53USD,22.11USD,4543112610034, 535g,null
Gundam Astray Mirage Frame ,Bandai,1/100,"1/100 SEED Destiny , 21",Mobile Suit Gundam,"Late Oct., 2009",23.69USD,19.74USD,4543112605436, 31 x 20 x 11 cm , 506g
GN-008 Seravee Gundam Designers Color Ver. ,Bandai,1/100,"Gundam00 , 20",Mobile Suit Gundam,"Late Sep., 2009",39.8USD,33.16USD,4543112587541, 39.3 x 31.1 x 9.3 cm , 839g
GN-007 Arios Gundam Designers Color Ver. ,Bandai,1/100,"Gundam00 , 19",Mobile Suit Gundam,"Late Sep., 2009",28.43USD,23.69USD,4543112587503, 31 x 20 x 11.4 cm , 508g
GN-006 Cherudim Gundam Designers Color Ver. ,Bandai,1/100,"Gundam00 , 18",Mobile Suit Gundam,"Late Sep., 2009",28.43USD,23.69USD,4543112587497, 31 x 20 x 11.4 cm , 510g
Regen Duel Gundam ,Bandai,1/100,"1/100 SEED Destiny , 19",Mobile Suit Gundam,"Late Sep., 2009",23.69USD,19.74USD,4543112604026, 31 x 20 x 11.2 cm , 506g
Nix Providence Gundam ,Bandai,1/100,"1/100 SEED Destiny , 20",Mobile Suit Gundam,"Late Sep., 2009",23.69USD,19.74USD,4543112604033, 546g,null
Hail Buster Gundam ,Bandai,1/100,"1/100 SEED Destiny , 18",Mobile Suit Gundam,"Late Aug., 2009",23.69USD,19.74USD,4543112603982, 31 x 20.2 x 10.2 cm , 472g
Gale Strike Gundam ,Bandai,1/100,"1/100 SEED Destiny , 17",Mobile Suit Gundam,"Late Aug., 2009",23.69USD,19.74USD,4543112603975, 492g,null
Gundam Astray Gold Frame ,Bandai,1/100,"1/100 Gundam SEED , 13",Mobile Suit Gundam,"Late May, 2009",37.9USD,31.58USD,4543112587510, 31 x 20 x 10.3 cm , 489g
00 Raiser ,Bandai,1/100,"Gundam00 , 17",Mobile Suit Gundam,"Mid May, 2009",47.38USD,39.48USD,4543112587534, 780g,null
MA-05 Bygro ,Bandai,1/550,1/550 MA,Mobile Suit Gundam,"Sep., 1981",2.84USD,2.37USD,4902425086699, 19.2 x 12.8 x 4.2 cm , 86g
Gundam Collection Ptolemaios ,Bandai,1/400,Gundam Collection,Mobile Suit Gundam,"Late Nov., 2007",113.7USD,94.75USD,510075, 3000g,null
White Base ,Bandai,1/1700,"EX Model , EX-31",Mobile Suit Gundam,"Late Nov., 2006",36.01USD,30.01USD,4543112467379, 31 x 20.1 x 8.2 cm , 359g
Gundam Collection Alpha-Azieru ,Bandai,1/400,Gundam Collection,Mobile Suit Gundam,"Late Aug., 2006",47.38USD,39.48USD,4543112450920, 794g,null
Arbion Limited Edition ,Bandai,1/1700,EX Model,Mobile Suit Gundam,"Early Mar., 2006",42.64USD,35.53USD,4543112418654, 335g,null
Ahgama Limited Edition ,Bandai,1/1700,EX Model,Mobile Suit Gundam,"Early Mar., 2006",42.64USD,35.53USD,4543112418661, 330g,null
Gundam Collection Musai ,Bandai,1/400,Gundam Collection,Mobile Suit Gundam,"Late Feb., 2006",123.18USD,102.65USD,0141033,null,null
LHM-BB01 Minerva ,Bandai,1/1700,"EX Model , EX-26",Mobile Suit Gundam,"Mid Nov., 2005",37.9USD,31.58USD,4543112396013, 31 x 19.2 x 7.6 cm , 314g
Eternal Limited Edition ,Bandai,1/1700,EX Model,Mobile Suit Gundam,"Late Sep., 2005",42.64USD,35.53USD,0138861,null,null
Arch Angel Limited Edition ,Bandai,1/1700,EX Model,Mobile Suit Gundam,"Late Sep., 2005",52.11USD,43.43USD,0138860,null,null
Gundam Collection 1/400 Bigzam ,Bandai,1/400,Gundam Collection,Mobile Suit Gundam,"Late Aug., 2005",33.16USD,27.64USD,0134056, 409g,null
Salamis and Magellan ,Bandai,1/1700,"EX Model , EX-23",Mobile Suit Gundam,"Early Aug., 2005",37.9USD,31.58USD,4543112340603, 30 x 19 x 6.8 cm , 284g
Mobile Armor Exass ,Bandai,1/144,"EX Model , EX-22",Mobile Suit Gundam,"Mid Jun., 2005",30.32USD,25.27USD,4543112340474, 29.7 x 18.8 x 6.7 cm , 271g
FFMH-Y-101 Eternal ,Bandai,1/1700,"EX Model , EX-21",Mobile Suit Gundam,"Late Feb., 2005",33.16USD,27.64USD,4543112321350, 29.9 x 19 x 6.7 cm , 258g
Musai ,Bandai,1/1700,"EX Model , EX-20",Mobile Suit Gundam,"Late Dec., 2004",26.53USD,22.11USD,4543112258007, 28.7 x 19.2 x 5.4 cm , 175g
LCAM-01XA Archangel ,Bandai,1/1700,"EX Model , EX-19",Mobile Suit Gundam,"Late Sep., 2004",42.64USD,35.53USD,4543112294609, 31 x 20 x 9.2 cm , 471g
*Bargain Item* Ahgama ,Bandai,1/1700,"EX Model , EX-18",Mobile Suit Gundam,"Late Jan., 2004",33.16USD,18.42USD,4543112237170, 30 x 19 x 6.8 cm , 304g
Arbion ,Bandai,1/1700,"EX Model , EX-16",Mobile Suit Gundam,"Mid Sep., 2003",33.16USD,27.64USD,4543112222480, 30 x 19 x 6.8 cm , 330g
Gundam Collection SCV-70 White Base ,Bandai,1/400,Gundam Collection,Mobile Suit Gundam,"Early Aug., 2003",123.18USD,102.65USD,null,null,null
Gundam SEED Mecha Set 1 ,Bandai,1/144,"EX Model , EX-15",Mobile Suit Gundam,"Late Jul., 2003",33.16USD,27.64USD,4543112164230, 31 x 20 x 8 cm , 400g
MA-06 Val-Walo ,Bandai,1/550,HG Mechanics,Mobile Suit Gundam,"Mid Jun., 2002",9.48USD,7.9USD,4543112118998, 29.1 x 19.1 x 6.2 cm , 275g
Ahgama ,Bandai,1/2200,"1/2200 Z Gundam , No.24",Mobile Suit Gundam,324yenabout2.84USD,"2.37USD

",sO,0004925, 19.2 x 12.8 x 4.2 cm , 91g
a-Azieru ,Bandai,1/550,"Char`s Counter Attack , No.9",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0024490, 32 x 18.3 x 7.2 cm , 282g
AMX-002 Neue-Ziel ,Bandai,1/550,HG Mechanics,Mobile Suit Gundam,"Mid Jan., 2002",11.37USD,9.48USD,4543112077196, 29.9 x 19 x 6.8 cm , 283g
G-Armor ,Bandai,1/250,Mobile Suit Gundam,"Aug., 1984",648yenabout5.69USD,"4.74USD

",sO,0008772, 25.7 x 18.6 x 4.7 cm , 166g
Zanzibar ,Bandai,1/2400,Mobile Suit Gundam,324yenabout2.84USD,"

270yenabout2.37USD

",sO,null,null, 19.3 x 12.8 x 4.3 cm , 78g
Gwazine ,Bandai,1/2400,Mobile Suit Gundam,324yenabout2.84USD,"

270yenabout2.37USD

",sO,null,null, 19.2 x 13 x 4.2 cm , 73g
Magellan ,Bandai,1/1200,1/1200 Vessels,Mobile Suit Gundam,"Mar., 1983",4.74USD,3.95USD,4902425013022, 25.5 x 18 x 5 cm , 201g
Medea ,Bandai,1/550,Mobile Suit Gundam,432yenabout3.79USD,"

360yenabout3.16USD

",sO,null,null, 20 x 14.5 x 4.8 cm , 105g
Salamis ,Bandai,1/1200,1/1200 Vessels,Mobile Suit Gundam,"Jan., 1983",3.79USD,3.16USD,4902425087474, 20 x 14.5 x 4.6 cm , 103g
Gaw ,Bandai,1/1200,1/1200 Vessels,Mobile Suit Gundam,"Apr., 1982",2.84USD,2.37USD,4902425086736, 19.2 x 13 x 4.2 cm , 84g
White Base ,Bandai,1/2400,Mobile Suit Gundam,"Apr., 1981",324yenabout2.84USD,"2.37USD

",sO,0008667, 19.3 x 13 x 4.2 cm , 80g
Char`s Musai ,Bandai,1/1200,1/1200 Vessels,Mobile Suit Gundam,"Feb., 1981",2.84USD,2.37USD,4902425086651, 19.2 x 12.8 x 4.2 cm , 80g
White Base ,Bandai,1/1200,1/1200 Vessels,Mobile Suit Gundam,"Dec., 1980",9.48USD,7.9USD,4902425087023, 33 x 20.3 x 6 cm , 290g
Musai-class Light Cruiser ,Bandai,1/1200,1/1200 Vessels,Mobile Suit Gundam,"Aug., 1980",2.84USD,2.37USD,4902425086668, 19.2 x 13 x 4.2 cm , 80g
MAN-03 Braw Bro ,Bandai,1/550,1/550 MA,Mobile Suit Gundam,"Jun., 1982",6.63USD,5.53USD,4902425087320, 27.3 x 18.1 x 5.7 cm , 216g
MA-04X Zakrello ,Bandai,"1/250 , 1/550",1/550 MA,Mobile Suit Gundam,"Jun., 1982",4.74USD,3.95USD,4902425087313, 19.5 x 14 x 6.6 cm , 158g
MAX-03 Adzam ,Bandai,1/550,1/550 MA,Mobile Suit Gundam,"Jun., 1982",3.79USD,3.16USD,4902425086774, 20.1 x 14.5 x 4.8 cm , 101g
MAN-08 Lalah Sune`s Mobile Armor ,Bandai,1/550,1/550 MA,Mobile Suit Gundam,"Oct., 1981",2.84USD,2.37USD,4902425086712, 19.2 x 12.8 x 4.2 cm , 90g
MAM-07 Grublo ,Bandai,1/550,1/550 MA,Mobile Suit Gundam,"Oct., 1981",2.84USD,2.37USD,4902425086705, 19.2 x 12.8 x 4 cm , 99g
MA-08 Byg-Zam ,Bandai,1/550,1/550 MA,Mobile Suit Gundam,"Sep., 1981",3.79USD,3.16USD,4902425086729, 20.1 x 14.4 x 4.7 cm , 102g
Action Base Lightning Base Plate Type Green Ver. ,Bandai,Action Base,"Late Dec., 2009","1,296yenabout11.37USD","

1,080yenabout9.48USD

",sO,null,null, 17.5 x 14.5 x 2.6 cm , 152g
Action Base Lightning Base Plate Type Red Ver. ,Bandai,Action Base,"Late Dec., 2009","1,296yenabout11.37USD","

1,080yenabout9.48USD

",sO,null,null, 17.5 x 14.5 x 2.6 cm , 151g
Action Base 1 Zeon Ver. ,Bandai,"1/144 , 1/100",Action Base,Mobile Suit Gundam,"Late Apr., 2009",7.58USD,6.32USD,4543112585219, 25 x 19 x 7 cm , 103g
Action Base 1 EFSF Ver. ,Bandai,"1/144 , 1/100",Action Base,Mobile Suit Gundam,"Late Apr., 2009",7.58USD,6.32USD,4543112585226, 25 x 19 x 7 cm , 93g
Action Base 1 S.M.S Ver. ,Bandai,1/72,Action Base,The Super Dimension Fortress Macross,"Mid Feb., 2009",7.58USD,6.32USD,4543112581006, 27.5 x 21 x 5 cm , 116g
Trailer Base 004 ,Kotobukiya,Modeling Support Goods,"Mid Apr., 2009","2,160yenabout18.95USD","

1,900yenabout16.67USD

",sO,null,null, 364g,null
Trailer Base 003 ,Kotobukiya,Modeling Support Goods,"Mid Apr., 2009","2,160yenabout18.95USD","

1,900yenabout16.67USD

",sO,null,null, 25.5 x 19 x 8.6 cm , 366g
Action Base 1 Unicorn Gundam Ver. ,Bandai,1/100,PS,Action Base,Mobile Suit Gundam,"e Jan., 2009",6.63USD,"
6pointsOther Currencies
", 24 x 19 x 5.5 cm , 125g
Action Base 1 Sinanju Ver. ,Bandai,1/100,PS,Action Base,Mobile Suit Gundam,"e Jan., 2009",6.63USD,"
6pointsOther Currencies
", 24 x 19 x 5.5 cm , 125g
Action Base 1 Celestial Being Ver. ,Bandai,"1/144 , 1/100",Action Base,"Mid Dec., 2008",756yenabout6.63USD,"5.53USD

",sO,2058491, 24.5 x 24 x 4.5 cm , 116g
Action Base 1 Sparkle Clear Green ,Bandai,"1/144 , 1/100","PS , ABS",Action Base,"Late Aug., 2008",6.16USD,5.13USD,4543112567765, 28 x 22 x 5.4 cm , 116g
Action Base 2 Sparkle Clear Red ,Bandai,1/144,Action Base,"Early Apr., 2008",540yenabout4.74USD,"3.95USD

",sO,2041661, 24 x 21 x 1.3 cm , 60g
M.S.G Trailer Base 002 ,Kotobukiya,Plastic,Modeling Support Goods,"Late Jun., 2008","2,160yenabout18.95USD","16.67USD

",sO,MB21, 311g,null
M.S.G Trailer Base 001 ,Kotobukiya,Plastic,Modeling Support Goods,"Late Jun., 2008","2,160yenabout18.95USD","16.67USD

",sO,MB20, 311g,null
Mechanical Chain Base 010 ,Kotobukiya,Modeling Support Goods,"Late Jun., 2008","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 294g,null
Mechanical Chain Base 009 ,Kotobukiya,Modeling Support Goods,"Late Jun., 2008","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 294g,null
Mechanical Chain Base 008 ,Kotobukiya,Modeling Support Goods,"Mid May, 2008","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 294g,null
Mechanical Chain Base 007 ,Kotobukiya,Modeling Support Goods,"Mid May, 2008","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 294g,null
Action Base 2 Sparkle Clear Green ,Bandai,1/144,Action Base,"Mid Feb., 2008",540yenabout4.74USD,"3.95USD

",sO,2035579, 23.5 x 21 x 2 cm , 60g
Mechanical Chain Base 006 ,Kotobukiya,Modeling Support Goods,"Mid Feb., 2008","1,080yenabout9.48USD","

950yenabout8.33USD

",sO,null,null, 18 x 17.1 x 6.5 cm , 258g
Mechanical Chain Base 005 ,Kotobukiya,Modeling Support Goods,"Mid Feb., 2008","1,080yenabout9.48USD","

950yenabout8.33USD

",sO,null,null, 18 x 17.2 x 6.5 cm , 276g
Mechanical Chain Base 004 ,Kotobukiya,Modeling Support Goods,"Mid Feb., 2008","1,080yenabout9.48USD","

950yenabout8.33USD

",sO,null,null, 18 x 17.2 x 6.5 cm , 264g
Action Base 1 Clear ,Bandai,"1/144 , 1/100",Action Base,"Late Oct., 2007",594yenabout5.21USD,"4.34USD

",sO,2027210, 28 x 21 x 4.5 cm , 125g
Action Base 2 Aqua Blue ,Bandai,1/144,Action Base,"Early Aug., 2007",486yenabout4.26USD,"3.55USD

",sO,2018319, 24.5 x 19.5 x 1.3 cm , 60g
Action Base 2 Gray ,Bandai,1/144,Action Base,"Early Jul., 2007",487yenabout4.27USD,"3.55USD

",sO,2018318, 24.5 x 21 x 1.4 cm , 57g
Mechanical Chain Base 003 ,Kotobukiya,Modeling Support Goods,"Mid Jun., 2007","1,080yenabout9.48USD","

950yenabout8.33USD

",sO,null,null, 18 x 17 x 6.5 cm , 256g
Mechanical Chain Base 002 ,Kotobukiya,Modeling Support Goods,"Mid Jun., 2007","1,080yenabout9.48USD","

950yenabout8.33USD

",sO,null,null, 18 x 17 x 6.5 cm , 256g
Mechanical Chain Base 001 ,Kotobukiya,Modeling Support Goods,"Mid Jun., 2007","1,080yenabout9.48USD","

950yenabout8.33USD

",sO,null,null, 18 x 17 x 6.5 cm , 256g
Action Base 1 Char Ver. ,Bandai,"1/144 , 1/100",Action Base,"Late May, 2007",756yenabout6.63USD,"5.53USD

",sO,2001479, 23 x 18.5 x 4.4 cm , 116g
Action Base 2 Black ,Bandai,1/144,Action Base,"Early Jun., 2007",486yenabout4.26USD,"3.55USD

",sO,2012563, 24 x 21 x 2.5 cm , 57g
Mechanical Base 2 ,Kotobukiya,Modeling Support Goods,"Late Apr., 2007",648yenabout5.69USD,"

570yenabout5USD

",sO,null,null, 44g,null
Action Base 1 White ,Bandai,"1/144 , 1/100",Action Base,"Late Mar., 2007",594yenabout5.21USD,"4.34USD

",sO,2001478, 23 x 19 x 4.8 cm , 125g
Action Base 1 Gray ,Bandai,"1/144 , 1/100",Action Base,"Early Feb., 2007",594yenabout5.21USD,"4.34USD

",sO,0148216, 23 x 21 x 3.5 cm , 125g
Action Base 1 Black ,Bandai,"1/144 , 1/100",Action Base,"Late Nov., 2006",594yenabout5.21USD,"4.34USD

",sO,0148215, 23 x 20 x 4 cm , 125g
Flying Stand ,Wave,Base,"Late Nov., 2006",518yenabout4.54USD,"

456yenabout4USD

",sO,null,null, 46g,null
Mechanical Base ,Kotobukiya,Modeling Support Goods,540yenabout4.74USD,"

475yenabout4.17USD

","
4pointsOther Currencies
",null,null,null, 44g,null
Mechanical Base Normal ,Kotobukiya,Modeling Support Goods,324yenabout2.84USD,"

285yenabout2.5USD

","
2pointsOther Currencies
",null,null,null, 30g,null
Playing Base A ,Kotobukiya,Modeling Support Goods,"Nov(Jul. 5, 2018 Pre-order start.)","2,160yenabout18.95USD","

1,800yenabout15.79USD

",sO,null,null, 18 x 17 x 7.5 cm,null
New Flying Base ,Kotobukiya,Modeling Support Goods,"Dec re-release(Aug. 7, 2018 Pre-order start.)",864yenabout7.58USD,"

720yenabout6.32USD

",sO,null,null, 19 x 13 x 2 cm , 46g
Action Base 5 Black ,Bandai,1/144,Action Base,"Mid Dec., 2017",540yenabout4.74USD,"3.95USD

",sO,2410268, 28.4 x 20.4 x 2.8 cm , 78g
Action Base 5 Clear ,Bandai,1/144,Action Base,"Mid Dec., 2017",540yenabout4.74USD,"3.95USD

",sO,2413802, 28.4 x 20.4 x 2.8 cm , 78g
Action Base 4 Black ,Bandai,1/100,Action Base,"Mid Dec., 2017",648yenabout5.69USD,"4.74USD

",sO,2410267, 27.6 x 20.8 x 4.2 cm , 136g
Action Base 4 Clear ,Bandai,1/100,Action Base,"Mid Dec., 2017",648yenabout5.69USD,"4.74USD

",sO,2413801, 27.6 x 20.8 x 4.2 cm , 136g
Mini Flying Base ,Kotobukiya,1/24,Yudai Itoyama,Hexa Gear,Hexa Gear,"e Dec., 2017",7.58USD,"
6pointsOther Currencies
", 24 x 12.5 x 1.8 cm , 35g
Mini Flying Base ,Kotobukiya,1/24,Yudai Itoyama,Hexa Gear,Hexa Gear,"e Dec., 2017",7.58USD,"
6pointsOther Currencies
", 24.4 x 12.5 x 1.8 cm , 34g
Collection Stage [Clear Blue] ,Bandai,Collection Stage,"Late Oct., 2017",594yenabout5.21USD,"

495yenabout4.34USD

",sO,null,null, 35.2 x 21.2 x 3.3 cm , 134g
Collection Stage [Smoke Black Clear] ,Bandai,Collection Stage,"Late Oct., 2017",594yenabout5.21USD,"

495yenabout4.34USD

",sO,null,null, 35.2 x 21.2 x 3.3 cm , 134g
Collection Stage [Clear] ,Bandai,Collection Stage,"Late Oct., 2017",594yenabout5.21USD,"

495yenabout4.34USD

",sO,null,null, 35.2 x 21.2 x 3.3 cm , 134g
Collection Stage [Black] ,Bandai,Collection Stage,"Late Oct., 2017",594yenabout5.21USD,"

495yenabout4.34USD

",sO,null,null, 35.2 x 21.2 x 3.3 cm , 134g
Character Stand Plate Fumina Hoshino ,Bandai,Character Stand Plate,Mobile Suit Gundam,"Early Sep., 2016",540yenabout4.74USD,"3.95USD

",sO,2356350, 15.3 x 15.2 x 3.2 cm , 72g
Character Stand Plate Atra Mixta ,Bandai,Character Stand Plate,Mobile Suit Gundam,"Mid May, 2016",540yenabout4.74USD,"3.95USD

",sO,2341499, 15.2 x 15.1 x 2.9 cm , 71g
Character Stand Plate Kudelia Aina Bernstein ,Bandai,Character Stand Plate,Mobile Suit Gundam,"Early Apr., 2016",540yenabout4.74USD,"3.95USD

",sO,2341498, 15.2 x 15.2 x 3 cm , 81g
Character Stand Plate McGillis Fareed ,Bandai,Character Stand Plate,Mobile Suit Gundam,"Mid Feb., 2016",540yenabout4.74USD,"3.73USD

",sO,060109, 15 x 15 x 3 cm , 71g
Character Stand Plate Gaelio Bauduin ,Bandai,Character Stand Plate,Mobile Suit Gundam,"Mid Jan., 2016",540yenabout4.74USD,"3.95USD

",sO,2333332, 15 x 15 x 3 cm , 81g
